altmetric_id,any_paper,max_confidence,total_links
3772566,True,high,4
2992379,True,high,6
2695727,True,high,6
3027147,True,high,11
4136160,True,high,12
2726351,True,high,6
3792276,True,medium,1
2265121,True,high,7
3756092,True,medium,1
3705759,True,high,8
3084751,True,high,3
2994501,True,medium,1
2318301,True,high,7
2844448,True,high,18
3735568,True,high,24
2524280,True,high,22
2297097,True,high,1
4140283,True,high,1
1915391,True,high,9
1056167,True,high,5
2822018,True,high,5
4152081,True,medium,1
1587140,True,high,4
3586389,True,high,123
1998477,True,high,16
2722416,True,high,9
2921659,True,high,6
2056889,True,high,6
1403160,True,high,5
2440819,True,high,12
2975778,True,high,19
3121040,True,high,17
2621848,True,high,1
3735893,True,high,36
2821222,True,high,8
2723345,True,high,31
1375848,True,high,16
2807054,True,high,15
2520886,True,high,9
3353405,True,high,1
3735324,True,high,23
3026115,True,medium,1
29386704,False,none,3
2658878,True,high,6
3809789,True,high,17
1244799,True,high,19
3718573,True,high,5
2538138,True,high,6
453463,True,high,5
2909474,True,high,12
2849422,True,medium,2
2759214,True,high,1
2323343,True,high,5
2372120,True,high,13
2722728,True,high,2
2927649,True,high,9
2939386,True,high,9
3727144,True,high,2
3562298,True,medium,1
4004777,True,high,5
2631988,True,high,46
2910882,True,high,4
3332599,True,high,3
230247,True,high,8
2116345,True,high,10
1169211,True,high,1
2504062,False,none,1
2456641,True,high,23
3048129,True,high,10
2638103,True,high,7
2723135,True,high,4
2647974,True,high,4
3711418,True,high,25
3324284,True,high,25
2963753,True,high,25
2685386,True,high,44
101874861,True,high,13
2851862,True,high,3
2614259,True,high,7
2390455,True,high,1
2593982,True,high,14
2946869,True,high,12
3010186,True,high,7
2830676,True,medium,1
2365549,True,high,24
3767663,True,high,1
2676140,True,high,6
3014025,True,high,2
2589895,True,high,2
437216,True,high,30
3334830,True,high,2
1889779,True,high,20
3076980,True,high,16
3747892,True,high,3
3804399,True,high,239
2979617,True,high,1
2815815,True,high,1
2596472,True,high,18
3025669,True,high,2
2299537,True,high,35
2587065,True,high,12
2594889,True,high,13
2057131,True,high,5
2624292,True,high,10
2493001,True,high,21
2409433,True,high,11
2233658,True,high,5
1761087,True,high,3
3326162,True,high,9
2852344,True,medium,1
2145600,True,high,25
2431607,True,high,8
2743460,True,high,7
2726608,True,high,2
3012339,True,medium,3
2625946,True,high,3
2464103,True,high,7
3030651,True,high,17
2977949,True,high,5
2841636,True,high,2
675242,True,high,4
3015516,True,medium,1
2393795,True,high,7
2370499,True,high,2
2303963,True,high,20
2933693,True,medium,1
1392207,True,high,18
2880242,True,high,1
2380658,True,high,2
4087179,True,high,55
2566158,True,high,3
2931060,True,high,2
3447351,True,high,1
2569189,True,high,8
2751524,True,high,24
2544929,True,high,46
3069348,True,high,14
2353464,True,high,5
3848014,True,high,4
3535724,True,high,16
2217070,True,high,13
3304440,True,medium,1
2433841,True,high,9
3433351,True,high,7
2667956,True,high,1
2589665,True,high,3
3008380,True,high,1
967346,True,high,4
2715024,True,high,9
2392859,True,high,1
3044376,True,high,8
1647646,True,high,11
2498663,True,high,8
2446380,True,high,9
2587778,True,high,1
2286547,True,high,16
3105673,True,medium,1
2851887,True,high,5
2717050,True,high,3
2543348,True,high,9
2635339,True,high,9
4737363,True,high,4
3071695,True,high,1
2931415,True,high,4
2828477,True,high,5
2691971,True,high,11
2615985,True,high,11
2408928,True,high,54
4152820,True,medium,1
3721074,True,high,39
3011764,True,high,2
2112384,True,high,11
2458017,True,high,13
2602991,True,high,5
2382386,True,high,2
3005850,True,medium,3
3928472,True,high,8
2553978,True,high,8
2928030,True,high,11
2977180,True,medium,1
3105527,True,high,16
3034999,True,high,20
2384702,True,high,2
2364310,True,high,26
2703424,True,high,13
574043,True,high,12
244888,True,high,40
3759603,True,medium,1
2776133,True,high,2
4152786,True,medium,1
2348494,True,high,8
2823684,True,medium,3
2852067,True,high,12
2384279,True,high,4
2918044,True,high,10
2803230,True,high,15
2785102,True,high,1
3065331,True,high,16
2362381,True,high,5
2292311,True,high,7
1884048,True,high,10
2847152,True,high,25
563503,True,high,48
3526896,True,high,27
2110756,True,high,7
2697249,True,high,5
1762616,True,high,5
2427584,True,high,12
1712171,True,high,4
2799462,True,high,6
2838564,True,high,2
2444193,True,high,20
2711446,True,high,5
1235235,True,high,9
2458915,True,low,1
2887037,True,medium,1
2770663,True,high,7
2812302,True,high,49
2921819,True,high,2
2854012,True,high,1
2488695,True,high,2
3016432,True,high,6
963806,True,high,28
4305626,True,high,29
3022327,True,high,58
2776725,True,high,15
1168496,True,high,14
2715284,True,high,11
2631926,True,high,9
3045840,True,medium,1
3065319,True,high,43
2792782,True,high,19
3001718,True,high,4
396664,True,high,24
2637406,True,high,6
2779518,True,high,13
3091352,True,high,8
2671113,True,high,2
2753206,True,high,3
2157913,True,high,6
2662593,True,high,3
385507,True,high,28
2449416,True,high,1
3007276,True,high,7
4185165,True,high,25
2631796,True,high,50
853335,True,high,5
1296148,True,high,14
2934575,True,high,10
3746914,True,high,15
2205963,True,high,18
4303157,True,high,28
3109635,True,high,15
2700872,True,high,6
2637031,True,high,11
2841401,True,high,16
2496491,True,high,32
2580907,True,high,86
2685002,True,high,5
2496164,True,high,2
2861377,True,medium,1
2956159,True,high,7
2325737,True,high,3
2464952,True,high,4
2751420,True,high,25
2992091,True,high,2
101735012,True,high,7
2287357,True,high,28
2680204,True,high,9
3752673,True,high,1
2351835,True,high,20
2645759,True,high,27
1535645,True,high,29
3735549,True,high,3
102454674,True,high,18
101949900,True,high,6
2321377,True,high,23
2361056,True,high,32
3488379,True,high,4
2792742,True,high,12
3062039,True,high,19
480221,True,high,8
2464590,True,high,6
4236295,True,high,26
3026674,True,medium,2
12039618,True,medium,1
2262516,True,high,48
3720421,True,high,18
3047076,True,high,3
3102296,True,high,13
4071865,True,high,10
3153175,True,high,10
2702403,True,high,2
2561761,True,high,2
3069594,True,high,9
2226409,True,high,7
3577816,True,high,6
3005520,True,high,3
4155547,True,high,1
2079396,True,high,4
2737963,True,medium,1
2990066,True,high,3
2315916,True,high,18
4080592,True,high,8
2212974,True,high,7
2205411,True,high,11
2023174,True,high,1
3780584,True,low,1
743226,True,high,4
3009568,True,high,9
2833024,True,high,5
3747150,True,high,13
3557274,True,high,7
3058692,True,high,9
3085448,True,medium,1
2677549,True,high,13
2701493,True,high,16
2751732,True,high,3
2594650,True,high,15
4122786,True,high,54
2593949,True,high,9
3541458,True,medium,1
1254559,True,high,7
3091184,True,high,2
3034981,True,high,2
2200131,True,high,15
3951399,True,high,3
1649621,True,high,10
3086618,True,high,4
498148,True,high,4
3090152,True,high,6
3937425,True,high,34
2375046,True,high,13
2868118,True,high,2
1993161,True,high,52
2431013,True,high,25
2858910,False,none,4
3034979,True,high,3
4140129,True,high,1
2461464,True,high,3
2936722,True,high,7
3082410,True,high,26
2632007,True,high,14
1405947,True,high,8
3837873,True,high,13
2635712,True,high,8
2948761,True,high,1
1398204,True,high,5
1755847,True,high,5
3261318,True,high,1
3708149,True,high,40
2291584,True,high,7
2495262,True,high,20
2538688,True,high,9
2357985,True,high,1
3767848,True,high,2
1578161,True,high,21
2145221,True,high,4
2667905,True,high,1
427296,True,high,18
2600660,True,high,1
2227329,True,high,7
2882061,True,high,2
2211037,True,high,9
2514900,True,high,49
2768254,True,high,22
3034816,True,high,1
2424170,True,high,4
30173937,True,medium,3
1038495,True,high,7
2346543,True,high,8
2489857,True,high,10
3765604,True,high,2
944818,True,high,11
3890183,True,high,2
3545859,True,high,5
3007532,True,high,41
3720912,True,high,4
2449735,True,high,11
3224932,True,medium,1
2552013,True,high,1
2976870,True,high,4
3811446,True,high,12
2388471,True,high,21
1990306,True,high,31
3109931,False,none,1
2558610,True,high,25
2370028,True,high,1
1791413,True,high,5
1062481,True,high,12
3751086,True,high,15
2713138,True,medium,1
2578658,True,high,7
2320339,True,high,1
2447352,True,high,1
2365648,True,high,36
2959119,True,low,1
2319444,True,high,6
443931,True,high,10
2384440,True,high,2
2362866,True,high,14
3058120,True,high,4
2746554,True,medium,3
2815654,True,high,8
2518076,True,high,21
2424023,True,high,6
2905498,True,high,13
2734949,True,high,34
1760541,True,high,6
2580842,True,high,2
436177,True,high,27
2795700,True,high,22
2388665,True,high,5
3774128,True,high,1
2458939,True,high,16
3781820,True,high,12
3752445,True,medium,1
2607869,True,high,32
2812199,True,high,33
2506571,True,high,2
3008378,True,high,9
3767185,True,medium,1
2495941,True,high,1
1521057,True,high,20
3096136,True,high,8
3057157,True,medium,1
1926295,True,high,83
3067173,True,medium,1
2826918,True,high,13
2527877,True,high,3
2594528,True,high,3
1045157,True,high,27
4152655,True,high,3
2812397,True,high,10
3749727,True,high,5
2712805,True,high,7
2404032,True,high,17
2730731,True,high,18
2996577,True,high,34
2588494,True,high,8
4024622,True,high,13
2803425,True,high,3
2518172,True,high,8
3040602,True,high,21
2431110,True,high,7
2969358,True,high,1
2583524,True,high,8
717332,True,high,25
375383,True,high,7
2626100,True,high,1
2426120,True,high,2
4202167,True,high,7
2713192,True,medium,1
2514686,True,high,5
2685210,True,high,2
3214802,True,high,4
3015191,True,high,3
877097,True,high,17
2202201,True,high,39
2745044,True,high,10
3972601,True,high,21
2209248,True,high,8
2650947,True,high,13
2754380,True,high,2
3043359,True,high,5
3795247,True,high,7
102631810,True,high,10
1893371,True,high,9
3768488,True,high,12
1006703,True,high,3
2827726,True,high,5
2766901,True,high,9
2499796,True,high,4
1983046,True,high,3
2905453,True,high,32
1061366,True,high,7
2925578,True,high,3
2948942,True,high,6
2456840,True,high,12
2142311,True,high,3
396451,True,high,12
2715026,True,high,8
2289301,True,high,4
3393082,True,high,10
1913189,False,none,1
2332353,False,none,1
2768975,True,high,4
2343056,True,high,36
2501162,True,medium,1
1312742,True,high,8
2638193,True,high,3
2517245,True,high,5
3111446,True,high,22
3014531,True,high,17
2274776,True,high,49
2971924,True,high,42
3740592,False,none,2
4123073,True,high,8
3105310,True,high,8
2736265,True,high,4
2581009,True,high,1
2419794,True,high,11
2977265,True,high,6
1731283,True,high,5
2656509,True,high,6
2826979,True,high,16
3199254,True,high,1
3752250,True,high,5
2417152,True,high,6
3568939,True,high,9
2862303,True,high,1
1604408,True,high,11
2410403,True,high,3
2341917,True,high,4
2587072,False,none,2
1915669,True,high,17
2880811,True,high,11
2360081,True,high,12
2615679,True,high,8
2485901,True,high,64
2544822,False,none,1
769312,True,high,13
3388327,True,high,10
3005801,False,none,1
2448484,True,high,8
3262308,True,medium,1
2584733,True,high,17
2987881,True,low,3
2210356,True,high,13
2848442,True,high,7
2456354,True,high,2
2498291,True,high,35
2349512,True,high,3
2407627,True,high,8
2980649,True,high,23
2057612,True,high,12
2874647,True,high,21
3290738,True,high,3
2354412,True,high,4
4152166,True,high,2
2926672,True,high,16
3105200,True,high,36
2928595,True,high,2
3106976,True,medium,1
3729252,True,medium,1
2554646,True,high,17
101740152,True,high,64
3860710,True,high,19
2399144,True,high,24
2847016,True,high,7
2884965,True,high,12
3010439,True,high,8
2772199,True,high,10
3117923,True,high,5
2668876,True,high,15
2737579,True,high,6
3781654,True,high,43
2957791,True,high,6
2919786,True,high,21
3852326,True,high,114
3263911,True,medium,1
3062315,True,high,6
18289448,True,high,5
2319250,True,high,10
2941642,True,high,54
2328684,True,high,8
3794631,True,high,4
3054664,True,high,1
758479,True,high,3
2940161,True,high,28
3754907,True,high,14
2311460,True,high,5
3778444,True,high,3
1887775,True,high,10
3036278,True,medium,1
1317656,True,high,9
101833751,True,high,10
2737184,True,high,7
491963,True,high,14
2547608,True,high,14
2083446,True,high,2
2508437,True,high,16
3088402,True,medium,1
1231213,True,high,1
2705464,True,medium,1
2544953,True,high,2
2618898,True,high,9
1301945,True,high,15
2927047,True,high,7
3096903,True,high,3
3013059,True,high,26
1876736,True,high,19
3790891,True,high,111
2919331,True,high,12
1204134,True,high,5
2377229,True,high,4
3065776,True,high,4
2615691,True,high,9
2464914,True,high,64
2754918,True,high,19
102179202,True,high,14
2504722,True,high,4
2975802,True,high,31
2191554,True,high,19
2351459,True,high,9
2896257,True,high,16
1232781,True,high,38
3020832,True,high,1
3050547,True,high,2
3038919,True,medium,1
2302008,True,high,15
2359772,True,high,25
2920865,True,high,1
2543200,True,high,4
1861387,True,high,9
2359603,True,high,1
2918020,True,medium,3
2925024,True,high,6
2997485,True,high,19
3055319,True,high,12
2459354,True,high,2
3732071,True,high,140
2531899,True,high,1
3482632,True,high,39
2857475,True,high,5
3747998,True,medium,1
3808635,True,high,4
2549525,True,high,18
1728761,True,high,8
3600676,True,high,2
3405199,True,high,8
2231654,True,high,6
1210867,True,high,1
2969492,True,high,4
3036133,True,medium,1
680087,False,none,1
2996567,True,high,15
2336132,True,high,6
101807370,True,high,10
2764485,True,high,12
2426725,True,high,1
3021893,True,high,5
3914298,True,high,21
3732436,True,high,11
3777363,True,high,20
3323469,True,high,25
2490858,True,high,8
3101837,True,high,12
3069185,True,high,59
2192111,True,high,30
3529437,True,high,1
2951624,True,high,34
2697163,True,high,27
2521688,True,high,26
2186928,True,high,9
2751608,True,high,14
2627748,True,high,5
2812565,True,high,7
2292844,True,high,63
2425771,True,high,25
1652190,True,high,5
2598931,True,high,3
3036585,True,high,2
101807573,True,high,18
